cbsa,geoid,msa,STATE,January_2021_LaborForce,January_2021_URate,NUMBER_AIRPORTS,AIRPORT,CODE,NS_DOMESTIC,NS_INTERNATIONAL,NS_TOTAL,Avg. Local Sales Tax,State Sales Tax,Total Sales Tax,Property Tax per Capita,Property Tax Rank,Property Tax Throw Back,Taxable Wages Rate,New Employers Rate,Taxable Wage Base,Payroll Tax Notes,Individual Tax Rate,Individual Tax Brackets,Graduated Individual Tax,Franchise Tax Rate,Corporate Tax Rate,Corporate Tax Brackets,Graduated Corporate Tax,STATE_CODB,Fortune 500,Fortune 1000,HOUSING_PERMITS1,HOUSING_PERMITS2,PERMIT_CHANGE,SCORE,TOTPOP_CY,TOTPOP_FY,POP_ANNUAL_GROWTH,MEDAGE_CY,MEDHHINC_CY,HOME_VALUE,COLLEGE_DEGREE,DIV_INDEX,URBAN_AREA,COMP_INDEX,GROCERY,HOUSING,UTILITIES,TRANSPORTATION,HEALTH_CARE,MISC,APT_RENT,PHYSICAL_SCIENCES_ENROLLMENT,BIO_LIFE_ENROLLMENT,BUSINESS_MGMT_ENROLLMENT,EDUCATION_ENROLLMENT,ENGINEERING_ENROLLMENT,LAW_ENROLLMENT,MEDICINE_ENROLLMENT,ENROLLMENT,COMPLETIONS,NUMBER_OF_COLLEGES,MSA_CODB,UNIT_LABOR_COST,ENERGY_COST,STATE_LOCAL_TAX,OFFICE_RENT,JAN_RAIN,JAN_SNOW,JAN_TEMP_MAX,JAN_TEMP_MIN,JULY_RAIN,JULY_SNOW,JULY_TEMP_MAX,JULY_TEMP_MIN,geometry
29740,3529740,"Las Cruces, NM",NM,97607.0,8.6,0,None,None,0,0,0,2.69,5.13,7.82,792.0,47.0,Yes,0.33 - 5.40%,1.0,25800.0,*2019,4.9,4.0,Yes,$50 per tax year.,5.9,2.0,Yes,103.0,0.0,0.0,843.0,873.0,0.036,46.0,229150.0,239144.0,0.86,34.0,35787.0,160953.0,0.286,70.1,Las Cruces NM,86.9,95.4,75.1,83.1,95.5,98.8,90.2,736.0,301.0,724.0,2006.0,1834.0,1979.0,0.0,0.0,27141.0,4247.0,3.0,95.0,108.0,103.0,79.0,64.0,0.5,0.9,59.0,25.0,1.9,0.0,95.0,65.0,POINT (-8.618826218183132 -5.874257549920797)
29820,3229820,"Las Vegas-Henderson-Paradise, NV",NV,1108650.0,9.9,1,Las Vegas,LAS,114,25,139,1.47,6.85,8.32,1012.0,40.0,,0.30 - 5.40%,3.0,32500.0,Includes 0.05% Career Enhancement Program fee,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,92.0,4.0,7.0,9721.0,9361.0,-0.037,100.0,2286325.0,2479517.0,1.64,37.0,57776.0,299751.0,0.249,81.8,Las Vegas NV,104.8,104.4,109.7,99.3,107.8,94.9,103.0,1205.0,703.0,3299.0,13384.0,4351.0,2147.0,387.0,0.0,104303.0,11817.0,18.0,90.0,91.0,93.0,81.0,87.0,0.8,0.1,59.0,37.0,0.5,0.0,104.0,78.0,POINT (-14.63269135105929 -0.99527379290517)
29940,2029940,"Lawrence, KS",KS,64703.0,6.1,0,None,None,0,0,0,2.18,6.5,8.68,1552.0,23.0,Yes,0.00 - 7.10%,2.7,14000.0,Includes solvency adjustment rate,5.7,3.0,Yes,No entity-level tax measured by net worth/capital value.,7.0,2.0,Yes,99.0,0.0,0.0,419.0,174.0,-0.585,74.0,122297.0,128593.0,1.01,31.0,56709.0,214265.0,0.521,41.7,,,,,,,,,,716.0,1555.0,3336.0,1871.0,2502.0,374.0,942.0,35484.0,8149.0,6.0,87.0,92.0,102.0,97.0,54.0,0.8,3.8,38.0,18.0,4.1,0.0,88.0,68.0,POINT (1.009095579780854 0.187018315374684)
30020,4030020,"Lawton, OK",OK,51061.0,4.9,0,None,None,0,0,0,4.44,4.5,8.94,730.0,49.0,Yes,0.10 - 5.50%,1.5,18700.0,,5.0,6.0,Yes,"$1.25 for each $1,000 of capital used, invested, or employed in the state, but no less than $250 or more than $20,000.",6.0,1.0,No,94.0,0.0,0.0,68.0,52.0,-0.235,17.0,130482.0,127861.0,-0.41,34.0,52552.0,124661.0,0.228,67.8,Lawton OK,90.5,89.5,76.2,93.5,94.3,109.0,97.9,756.0,100.0,232.0,796.0,635.0,21.0,0.0,0.0,5612.0,793.0,1.0,77.0,95.0,68.0,69.0,52.0,1.4,0.9,52.0,27.0,2.3,0.0,95.0,71.0,POINT (-1.525884024830719 -4.187119981431202)
30140,4230140,"Lebanon, PA",PA,70250.0,7.1,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,0.0,0.0,278.0,212.0,-0.237,,145257.0,150775.0,0.75,43.0,60613.0,183618.0,0.217,44.4,,,,,,,,,,70.0,187.0,417.0,277.0,0.0,0.0,0.0,2304.0,535.0,3.0,87.0,91.0,109.0,98.0,49.0,3.0,4.6,36.0,20.0,4.6,0.0,84.0,62.0,POINT (15.11828202524933 3.191685554084979)
30300,1630300,"Lewiston, ID-WA",ID,,,0,None,None,0,0,0,0.03,6.0,6.03,1018.0,38.0,Yes,0.26 - 5.40%,1.0,41600.0,Includes variable-rate Workforce Development tax,6.93,7.0,Yes,No entity-level tax measured by net worth/capital value.,6.93,1.0,No,101.0,0.0,0.0,108.0,3.0,-0.972,54.0,63753.0,65655.0,0.59,43.0,50413.0,238451.0,0.227,26.4,,,,,,,,,,30.0,140.0,537.0,271.0,5.0,0.0,0.0,4934.0,973.0,1.0,88.0,98.0,84.0,98.0,68.0,1.1,2.4,42.0,30.0,0.7,0.0,89.0,60.0,POINT (-13.92945939682712 9.162577796720679)
74650,,"Lewiston-Auburn, ME",ME,54523.0,6.0,0,None,None,0,0,0,0.0,5.5,5.5,2138.0,9.0,No,0.06 - 5.46%,1.92,12000.0,Includes 0.06% competitive skills scholarship fund rate,7.15,3.0,Yes,No entity-level tax measured by net worth/capital value.,8.93,4.0,Yes,110.0,0.0,0.0,177.0,55.0,-0.689,,110159.0,111246.0,0.2,42.0,51464.0,168925.0,0.229,20.0,,,,,,,,,,,,,,,,,5944.0,1078.0,4.0,103.0,95.0,159.0,123.0,46.0,3.2,20.2,28.0,9.0,3.6,0.0,79.0,59.0,POINT (18.67983 7.966153)
30460,2130460,"Lexington-Fayette, KY",KY,262037.0,4.4,0,None,None,0,0,0,0.0,6.0,6.0,831.0,46.0,No,0.23 - 8.93%,2.7,10800.0,,5.0,1.0,No,No entity-level tax measured by net worth/capital value.,5.0,1.0,No,98.0,0.0,2.0,1404.0,1314.0,-0.064,92.0,522289.0,549535.0,1.02,37.0,58012.0,195513.0,0.391,44.2,Lexington KY,93.1,89.4,83.3,102.3,92.6,80.5,101.7,976.0,762.0,2086.0,4096.0,3515.0,3068.0,390.0,508.0,53487.0,10870.0,14.0,90.0,100.0,90.0,91.0,70.0,3.2,3.9,41.0,25.0,4.7,0.0,86.0,66.0,POINT (9.456557684866596 -0.069025925818663)
30620,3930620,"Lima, OH",OH,47913.0,5.9,0,None,None,0,0,0,1.42,5.75,7.17,1316.0,30.0,,0.30 - 9.40%,2.7,9000.0,,4.8,5.0,Yes,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,98.0,0.0,0.0,76.0,4.0,-0.947,,104617.0,103132.0,-0.29,39.0,50234.0,125697.0,0.193,36.3,Lima OH,88.1,97.0,61.2,87.5,107.2,114.1,97.6,573.0,33.0,103.0,882.0,303.0,40.0,0.0,0.0,11649.0,2269.0,6.0,94.0,100.0,118.0,104.0,49.0,,,,,,,,,POINT (9.371910839394557 2.646424291846815)
30700,3130700,"Lincoln, NE",NE,179973.0,3.3,0,None,None,0,0,0,1.43,5.5,6.93,1957.0,12.0,No,0.00 - 5.40%,1.25,9000.0,,6.84,4.0,Yes,"Graduated tax from minimum of $26 to maximum of $23,990 based on paid-up capital stock.",7.81,2.0,Yes,95.0,0.0,0.0,1117.0,967.0,-0.134,52.0,343332.0,363190.0,1.13,35.0,58945.0,185412.0,0.401,39.0,Lincoln NE,92.3,97.2,76.9,88.0,100.5,106.5,99.8,867.0,620.0,1382.0,5232.0,3868.0,3378.0,361.0,0.0,52737.0,9071.0,10.0,85.0,95.0,81.0,92.0,67.0,0.6,5.5,34.0,13.0,3.6,0.0,88.0,65.0,POINT (-0.189706465175583 2.140536970650699)
30780,0530780,"Little Rock-North Little Rock-Conway, AR",AR,352247.0,5.3,1,Little Rock,LIT,15,0,15,2.97,6.5,9.47,740.0,48.0,Yes,0.30 - 14.20%,3.1,7000.0,Includes 0.2% fund-stabilization surtax,6.6,4.0,Yes,"0.3% of ordinary stock corporation's outstanding capital stock apportioned to state, but not less than minimum tax of $150.",6.5,6.0,Yes,94.0,1.0,2.0,1819.0,1871.0,0.029,45.0,747738.0,771986.0,0.64,38.0,53149.0,164178.0,0.311,53.0,Little Rock-North Little Rock AR,95.3,91.9,87.4,95.2,91.8,91.2,104.5,740.0,589.0,1450.0,3949.0,1668.0,305.0,425.0,682.0,43053.0,7531.0,14.0,85.0,91.0,79.0,90.0,77.0,3.6,1.6,50.0,29.0,3.7,0.0,92.0,70.0,POINT (3.398553181482716 -3.922677095981785)
30860,1630860,"Logan, UT-ID",UT,,,0,None,None,0,0,0,1.08,6.1,7.18,1037.0,37.0,Yes,0.10 - 7.10%,,36600.0,Includes 0.1% social cost factor,4.95,1.0,No,No entity-level tax measured by net worth/capital value.,4.95,1.0,No,98.0,0.0,0.0,712.0,182.0,-0.744,35.0,150073.0,162356.0,1.59,28.0,58381.0,271529.0,0.379,36.8,,,,,,,,,,360.0,1077.0,1743.0,2977.0,2138.0,0.0,0.0,35391.0,6602.0,2.0,82.0,94.0,83.0,94.0,52.0,1.5,12.8,31.0,15.0,0.8,0.0,88.0,55.0,POINT (-11.13694417022169 4.177028644221629)
30980,4830980,"Longview, TX",TX,96096.0,8.1,0,None,None,0,0,0,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,0.0,183.0,152.0,-0.169,,295532.0,301411.0,0.39,39.0,52509.0,153514.0,0.197,63.5,Longview TX,92.9,91.3,88.5,91.7,90.6,93.9,97.9,932.0,15.0,23.0,454.0,328.0,522.0,0.0,0.0,14569.0,1866.0,6.0,82.0,98.0,69.0,80.0,63.0,3.6,0.3,57.0,35.0,3.1,0.0,93.0,72.0,POINT (1.57577272479339 -6.303360523856191)
31020,5331020,"Longview, WA",WA,46574.0,7.2,0,None,None,0,0,0,2.71,6.5,9.21,1498.0,26.0,,0.13 - 7.73%,,52700.0,Includes employment administrative fund and social cost surtaxes,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,96.0,0.0,0.0,294.0,230.0,-0.218,,111716.0,116222.0,0.79,42.0,57298.0,260665.0,0.182,38.2,,,,,,,,,,,,,,,,,4058.0,543.0,1.0,81.0,94.0,76.0,89.0,53.0,,,,,,,,,POINT (-17.80067704302564 10.06229463816407)
31080,0631080,"Los Angeles-Long Beach-Anaheim, CA",CA,6433349.0,11.5,4,"Orange County, Los Angeles, Long Beach, Burbank",SNA/LAX/LGB/BUR,161,91,252,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,12.0,34.0,10042.0,9236.0,-0.08,100.0,13403861.0,13630573.0,0.34,36.0,75444.0,655662.0,0.356,85.6,Los Angeles-Long Beach CA,147.7,113.9,228.9,107.9,134.5,110.2,115.7,2775.0,7314.0,24590.0,86968.0,24291.0,32431.0,6649.0,1832.0,1393705.0,208148.0,198.0,118.0,100.0,140.0,97.0,143.0,3.0,0.0,66.0,44.0,0.0,0.0,85.0,63.0,POINT (-17.59556727643521 -2.514304521193875)
31140,1831140,"Louisville/Jefferson County, KY-IN",KY,,,1,Louisville,SDF,30,0,30,0.0,6.0,6.0,831.0,46.0,No,0.23 - 8.93%,2.7,10800.0,,5.0,1.0,No,No entity-level tax measured by net worth/capital value.,5.0,1.0,No,98.0,1.0,4.0,3104.0,3111.0,0.002,,1283286.0,1325690.0,0.65,40.0,58980.0,184074.0,0.311,44.8,Louisville KY,94.1,92.3,78.1,96.2,103.1,95.3,104.5,1038.0,557.0,1746.0,6417.0,3898.0,2403.0,354.0,636.0,69110.0,11729.0,17.0,88.0,97.0,91.0,93.0,63.0,3.4,3.4,41.0,23.0,4.3,0.0,88.0,65.0,POINT (8.466174560450375 0.032524984540795)
31180,4831180,"Lubbock, TX",TX,163524.0,5.8,0,None,None,0,0,0,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,0.0,1402.0,1508.0,0.076,18.0,332398.0,352948.0,1.21,33.0,50788.0,157757.0,0.301,69.8,Lubbock TX,92.1,94.6,85.8,88.2,86.3,98.6,97.6,854.0,774.0,1782.0,4266.0,1434.0,5423.0,630.0,991.0,50986.0,11440.0,5.0,92.0,101.0,99.0,80.0,69.0,0.7,2.4,54.0,27.0,2.3,0.0,92.0,67.0,POINT (-4.209802543670603 -5.134254186398736)
31340,5131340,"Lynchburg, VA",VA,116646.0,5.9,0,None,None,0,0,0,0.35,5.3,5.65,1652.0,16.0,No,0.11 - 6.21%,2.51,8000.0,Includes 0.01% pool cost charge,5.75,4.0,Yes,No entity-level tax measured by net worth/capital value.,6.0,1.0,No,101.0,0.0,0.0,271.0,123.0,-0.546,,266851.0,272612.0,0.43,41.0,51151.0,183033.0,0.29,41.5,Lynchburg VA,88.2,83.0,78.4,102.4,86.9,96.7,93.4,911.0,77.0,1120.0,16866.0,10443.0,389.0,206.0,0.0,121831.0,20643.0,11.0,91.0,111.0,89.0,76.0,53.0,3.3,4.1,45.0,24.0,4.4,0.0,85.0,64.0,POINT (13.60278576065141 -0.186638192071664)
31420,1331420,"Macon-Bibb County, GA",GA,103011.0,5.8,0,None,None,0,0,0,3.31,4.0,7.31,1161.0,33.0,No,0.04 - 7.56%,2.7,9500.0,Includes 0.06% administrative assessment except lowest and highest rates,5.75,6.0,Yes,"Graduated tax from minimum of $125 to maximum of $5,000 on net worth exceeding $100,000.",5.75,1.0,No,94.0,0.0,0.0,391.0,290.0,-0.258,,236207.0,238449.0,0.19,39.0,43757.0,151481.0,0.253,57.8,,,,,,,,,,37.0,759.0,2195.0,1685.0,619.0,427.0,419.0,21477.0,4289.0,8.0,84.0,96.0,87.0,80.0,54.0,4.2,0.4,58.0,35.0,5.0,0.0,93.0,71.0,POINT (10.69217119576792 -5.225552389113118)
31460,0631460,"Madera, CA",CA,62802.0,9.6,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,0.0,503.0,633.0,0.258,,159170.0,163080.0,0.49,34.0,55752.0,275919.0,0.156,81.5,,,,,,,,,,,,,,,,,,,,128.0,106.0,210.0,97.0,86.0,2.2,0.0,54.0,37.0,0.0,0.0,96.0,63.0,POINT (-18.08204723981948 0.832575995118555)
31540,5531540,"Madison, WI",WI,379574.0,3.5,1,Madison,MSN,15,0,15,0.46,5.0,5.46,1655.0,14.0,Yes,0.00- 12.00%,,14000.0,Includes solvency surtax,7.65,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.9,1.0,No,101.0,1.0,4.0,1623.0,1548.0,-0.046,100.0,677926.0,716858.0,1.12,37.0,70623.0,257787.0,0.464,37.0,Madison WI,107.2,109.3,109.3,99.9,102.7,123.6,105.7,1119.0,926.0,3778.0,5906.0,1708.0,6319.0,596.0,733.0,75652.0,15428.0,6.0,96.0,97.0,108.0,108.0,75.0,1.3,10.3,27.0,9.0,4.2,0.0,82.0,60.0,POINT (5.115103309161214 4.56641955894116)
74950,,"Manchester-Nashua, NH",NH,120646.0,4.0,0,None,None,0,0,0,0.0,0.0,0.0,3307.0,1.0,Yes,0.10 - 7.50%,1.7,14000.0,"Includes variable administrative contribution assessment, up to 0.4%. Excludes fund balance reduction and inverse rate surcharge, which are determined quarterly",5.0,1.0,No,No entity-level tax measured by net worth/capital value.,7.7,1.0,No,108.0,0.0,1.0,709.0,316.0,-0.554,39.0,420959.0,431983.0,0.52,41.0,79234.0,286325.0,0.379,35.4,Manchester NH,108.4,98.5,111.7,112.4,94.6,114.1,111.5,1625.0,56.0,344.0,18950.0,2027.0,131.0,0.0,0.0,15936.0,2033.0,11.0,135.0,98.0,257.0,75.0,89.0,3.5,18.8,32.0,13.0,3.9,0.0,81.0,59.0,POINT (17.955232 6.481527)
31740,2031740,"Manhattan, KS",KS,45250.0,5.9,0,None,None,0,0,0,2.18,6.5,8.68,1552.0,23.0,Yes,0.00 - 7.10%,2.7,14000.0,Includes solvency adjustment rate,5.7,3.0,Yes,No entity-level tax measured by net worth/capital value.,7.0,2.0,Yes,99.0,0.0,0.0,233.0,233.0,0.0,57.0,134274.0,137021.0,0.41,28.0,49526.0,199054.0,0.386,48.9,Manhattan KS,89.8,89.6,83.1,101.5,96.7,103.8,88.5,814.0,414.0,1103.0,1885.0,2339.0,2940.0,0.0,0.0,25948.0,5700.0,4.0,93.0,103.0,102.0,97.0,59.0,0.6,3.8,40.0,17.0,4.3,0.0,90.0,67.0,POINT (0.034805778601811 0.576744107735199)
31860,2731860,"Mankato-North Mankato, MN",MN,59965.0,4.4,0,None,None,0,0,0,0.58,6.88,7.46,1599.0,21.0,No,0.20 -9.10%,,35000.0,Includes 0.1% Workforce Development Assessment,9.85,4.0,Yes,No entity-level tax measured by net worth/capital value.,9.8,1.0,No,104.0,0.0,0.0,273.0,90.0,-0.67,,106759.0,111825.0,0.93,34.0,59971.0,215086.0,0.353,27.3,Mankato MN,90.6,101.6,70.2,96.5,98.3,119.4,94.9,980.0,370.0,965.0,2260.0,1817.0,756.0,0.0,0.0,,,,97.0,108.0,104.0,105.0,60.0,0.9,8.2,24.0,5.0,4.3,0.0,83.0,62.0,POINT (1.796883057764962 5.49801770286687)
31900,3931900,"Mansfield, OH",OH,51894.0,6.4,0,None,None,0,0,0,1.42,5.75,7.17,1316.0,30.0,,0.30 - 9.40%,2.7,9000.0,,4.8,5.0,Yes,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,98.0,0.0,0.0,,,,,122699.0,121759.0,-0.15,42.0,50485.0,115809.0,0.193,27.9,,,,,,,,,,13.0,60.0,59.0,156.0,31.0,0.0,0.0,5314.0,548.0,2.0,87.0,85.0,118.0,104.0,45.0,2.9,13.3,33.0,18.0,4.4,0.0,82.0,61.0,POINT (10.539373662452 2.80613309214528)
32580,4832580,"McAllen-Edinburg-Mission, TX",TX,364596.0,11.9,0,None,None,0,0,0,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,0.0,2959.0,3383.0,0.143,24.0,901273.0,964444.0,1.36,30.0,38956.0,96311.0,0.197,34.1,McAllen TX,78.1,89.4,59.2,103.4,88.4,70.2,80.3,644.0,692.0,3625.0,5058.0,2290.0,2969.0,0.0,0.0,79085.0,10508.0,5.0,91.0,99.0,110.0,80.0,55.0,1.1,0.0,70.0,49.0,2.2,0.0,97.0,75.0,POINT (-1.505353890918898 -12.23829347701348)
32780,4132780,"Medford, OR",OR,107339.0,7.2,0,None,None,0,0,0,0.0,0.0,0.0,1487.0,27.0,Yes,0.70 - 5.40%,2.1,42100.0,Includes special payroll tax offset: 0.09%,9.9,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.6,2.0,Yes,102.0,1.0,1.0,681.0,500.0,-0.266,,225219.0,236863.0,1.01,44.0,56712.0,344176.0,0.291,44.1,,,,,,,,,,114.0,167.0,834.0,597.0,24.0,0.0,0.0,8277.0,1084.0,3.0,97.0,110.0,96.0,92.0,72.0,3.9,5.8,47.0,29.0,0.5,0.0,88.0,51.0,POINT (-18.87902341064833 6.48648958806455)
32820,0532820,"Memphis, TN-MS-AR",TN,,,1,Memphis,MEM,33,1,34,2.53,7.0,9.53,876.0,45.0,No,0.01 - 10.00%,2.7,7000.0,*2019,1.0,1.0,No,"$0.25 for each $100 of net worth or actual value of tangible property, whichever is greater, but no less than $100.",6.5,1.0,No,96.0,3.0,6.0,3185.0,3309.0,0.039,53.0,1367448.0,1397170.0,0.43,37.0,51809.0,171930.0,0.293,62.2,Memphis TN,84.9,88.7,74.1,89.2,85.6,80.9,91.2,903.0,633.0,1188.0,6029.0,1999.0,910.0,336.0,0.0,74502.0,9987.0,24.0,88.0,98.0,95.0,74.0,63.0,4.2,1.1,49.0,29.0,4.3,0.0,91.0,70.0,POINT (5.437833621521188 -3.549403793267691)
32900,0632900,"Merced, CA",CA,113874.0,11.4,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,0.0,630.0,175.0,-0.722,,277190.0,285399.0,0.59,31.0,57231.0,265718.0,0.15,83.7,,,,,,,,,,341.0,1400.0,355.0,0.0,1285.0,0.0,0.0,24180.0,3221.0,3.0,127.0,105.0,210.0,97.0,85.0,2.2,0.0,56.0,38.0,0.0,0.0,96.0,63.0,POINT (-18.81767166674615 0.99703540509049)
33100,1233100,"Miami-Fort Lauderdale-West Palm Beach, FL",FL,3025837.0,6.4,3,"West Palm Beach, Miami, Fort Lauderdale",PBI/MIA/FLL,151,154,305,0.0,6.0,7.05,1330.0,29.0,No,0.10 -5.40%,2.7,7000.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,4.46,1.0,No,104.0,7.0,18.0,7022.0,7190.0,0.024,59.0,6140484.0,6440580.0,0.96,41.0,57562.0,298694.0,0.335,74.1,Miami-Dade County FL,116.1,117.7,143.2,99.5,107.6,104.1,102.1,2208.0,2410.0,12265.0,43657.0,15073.0,7505.0,3818.0,1489.0,,,,112.0,107.0,85.0,82.0,135.0,2.1,0.0,76.0,56.0,6.6,0.0,91.0,75.0,POINT (14.47034784505906 -11.39537047257165)
33140,1833140,"Michigan City-La Porte, IN",IN,47461.0,6.8,0,None,None,0,0,0,0.0,7.0,7.0,1041.0,35.0,No,0.50 - 7.40%,,9500.0,,3.23,1.0,No,No entity-level tax measured by net worth/capital value.,5.5,1.0,No,94.0,0.0,0.0,134.0,111.0,-0.172,,111774.0,111735.0,-0.01,41.0,52791.0,149718.0,0.192,41.1,,,,,,,,,,0.0,141.0,715.0,199.0,149.0,0.0,0.0,,,,83.0,86.0,93.0,102.0,57.0,2.3,16.1,31.0,16.0,4.3,0.0,83.0,62.0,POINT (7.328156511075369 3.205964650237802)
33220,2633220,"Midland, MI",MI,39326.0,6.0,0,None,None,0,0,0,0.0,6.0,6.0,1416.0,28.0,No,0.06 - 10.30%,2.7,9000.0,,4.25,1.0,No,"""Financial institutions: 0.29% of net capital.""",6.0,1.0,No,106.0,1.0,1.0,84.0,39.0,-0.536,,84813.0,85312.0,0.12,43.0,57923.0,165183.0,0.357,18.6,,,,,,,,,,0.0,0.0,2721.0,0.0,0.0,0.0,0.0,4080.0,1168.0,2.0,134.0,166.0,118.0,103.0,91.0,,,,,,,,,POINT (8.808754421766396 5.485878383271674)
33260,4833260,"Midland, TX",TX,97723.0,8.2,0,None,None,0,0,0,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,3.0,1227.0,1290.0,0.051,,179231.0,194080.0,1.6,35.0,81814.0,226123.0,0.287,73.3,Midland TX,96.5,90.3,84.1,99.6,97.6,98.7,107.5,1078.0,49.0,64.0,356.0,87.0,0.0,0.0,0.0,9248.0,401.0,1.0,108.0,113.0,99.0,80.0,115.0,0.6,1.4,59.0,31.0,1.7,0.0,95.0,70.0,POINT (-4.583560908687719 -6.493910872610856)
33340,5533340,"Milwaukee-Waukesha-West Allis, WI",WI,789103.0,5.0,1,Milwaukee,MKE,33,2,35,0.46,5.0,5.46,1655.0,14.0,Yes,0.00- 12.00%,,14000.0,Includes solvency surtax,7.65,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.9,1.0,No,101.0,6.0,12.0,1712.0,1520.0,-0.112,92.0,1586914.0,1611855.0,0.31,39.0,60534.0,229607.0,0.36,57.0,Milwaukee-Waukesha WI,97.0,95.3,101.4,96.3,91.9,112.1,93.7,1315.0,799.0,3401.0,13025.0,6196.0,5333.0,670.0,1010.0,,,,98.0,101.0,113.0,108.0,72.0,1.5,12.7,28.0,12.0,3.9,0.0,82.0,61.0,POINT (6.406704370207215 4.766274759430248)
33460,2733460,"Minneapolis-St. Paul-Bloomington, MN-WI",MN,,,1,Minneapolis,MSP,129,17,146,0.58,6.88,7.46,1599.0,21.0,No,0.20 -9.10%,,35000.0,Includes 0.1% Workforce Development Assessment,9.85,4.0,Yes,No entity-level tax measured by net worth/capital value.,9.8,1.0,No,104.0,15.0,21.0,8985.0,9513.0,0.059,100.0,3678099.0,3863078.0,0.99,38.0,81218.0,274036.0,0.433,46.9,Minneapolis MN,105.1,102.6,103.1,97.3,100.5,102.2,111.2,1204.0,1635.0,5796.0,32290.0,24886.0,6624.0,2088.0,832.0,362863.0,60871.0,66.0,100.0,103.0,104.0,105.0,89.0,0.8,9.4,23.0,4.0,4.1,0.0,83.0,61.0,POINT (2.384620653247174 6.45826027611298)
33540,3033540,"Missoula, MT",MT,61378.0,5.2,0,None,None,0,0,0,0.0,0.0,0.0,1567.0,22.0,Yes,0.13 - 6.25%,,34100.0,Includes 0.13% or 0.18% administrative fund tax,6.9,7.0,Yes,No entity-level tax measured by net worth/capital value.,6.75,1.0,No,101.0,0.0,0.0,459.0,421.0,-0.083,,123781.0,131362.0,1.2,37.0,56765.0,286289.0,0.429,23.4,,,,,,,,,,277.0,576.0,1457.0,647.0,0.0,252.0,0.0,13140.0,2895.0,2.0,99.0,103.0,116.0,98.0,69.0,1.6,19.1,32.0,15.0,1.1,0.0,83.0,48.0,POINT (-11.73745125488053 9.484589538207011)
33660,0133660,"Mobile, AL",AL,189933.0,6.0,0,None,None,0,0,0,5.22,4.0,9.22,582.0,50.0,Yes,0.65 - 6.80%,2.7,8000.0,Includes 0.06% employment security assessment,5.0,3.0,Yes,"""Business privilege tax imposed at following graduated rates based on taxable net worth: $0-$0.999: $0.25 per $1,000 net worth $1-$199,999: $1.00 per $1,000 net worth $200,000-$499,999: $1.25 per $1,000 $500,000-$2,499,999: $1.50 per $1,000 net worth $2.5 million or more: $1.75 per $1,000 net worth. $100 minimum tax; $15,000 maximum tax.""",6.5,1.0,No,100.0,0.0,0.0,763.0,712.0,-0.067,9.0,442339.0,448811.0,0.29,39.0,44332.0,136042.0,0.233,56.4,Mobile AL,89.6,96.6,66.9,98.8,92.4,101.8,100.0,925.0,271.0,1377.0,2082.0,1990.0,1517.0,0.0,303.0,25636.0,4473.0,8.0,94.0,99.0,106.0,67.0,76.0,5.7,0.0,61.0,40.0,7.3,0.0,91.0,73.0,POINT (7.122438514279691 -7.492212766850052)
